12182875:"NESCAFE CCPCLMB Ergos Jar 12x100g N1 ZA":"100g":65.15:781.81:781.81:82090.26:12:12:1260:105:105:1.2:"Beverages":"Coffee - PURE":685.8:57.15
8303231:"NESCAFE RICOFFY+Creamer 12x400g ZA":"400g":33.35:400.14:400.14:25608.96:12:12:768:64:64:4.8:"Beverages":"Coffee - Mixes":351:29.25
12009736:"NESCAFE Cappuccino WhtChocMP10(10x18g)ZA":"180g":36.94:369.36:369.36:35089.2:10:10:950:95:95:1.8:"Beverages":"Coffee - Mixes":324:32.4
12009825:"NESCAFE Cappuccino Orgl MP 10(10x18g) ZA":"180g":36.94:369.36:369.36:35089.2:10:10:950:95:95:1.8:"Beverages":"Coffee - Mixes":324:32.4
12027455:"NESC CAPPUCCINO Unswt MP 12(10x12.5g) ZA":"125g":36.94:369.36:443.23:33242.4:10:12:900:75:90:1.5:"Beverages":"Coffee - Mixes":388.8:32.4
12080962:"NESCAFE CAPPUCCINO Dcf 6(10x15g) ZA":"150g":36.94:369.36:221.62:45209.66:10:6:1224:204:122:0.9:"Beverages":"Coffee - Mixes":194.4:32.4
12156972:"NESCAFE Vanilla Latte 6(10x18.5g) N1 ZA":"185g":36.94:369.36:221.62:35458.56:10:6:960:160:96:1.11:"Beverages":"Coffee - Mixes":194.4:32.4
12185027:"NESCAFE GREEN BLEND Capp 8(8x14g) N1 ZA":"14g":36.94:295.49:295.49:46096.13:8:8:1248:156:156:0.896:"Beverages":"Coffee - Mixes":259.2:32.4
12148206:"NESCAFE 3in1 Orgl Stp 36(10x20g) ZA":"200g":22.97:3215.94:826.96:19846.94:140:36:864:24:6:7.2:"Beverages":"Coffee - Mixes":725.4:20.15
12148207:"NESCAFE 3in1 Mild Stp 36(10x20g) ZA":"200g":22.97:229.71:826.96:19846.94:10:36:864:24:86:7.2:"Beverages":"Coffee - Mixes":725.4:20.15
